person_id,first_name,last_name,father_name,gender,fin_code,id_card_number,military_ticket_number,has_driving_license,driving_license_number,birth_date,age,home_region,education_level,university_admission_year,university_graduation_year,rank_group,rank,specialization,is_leadership,officer_commissioning_source,military_academy_type,years_as_enlisted_before_commission,prior_enlisted_specialization,department,total_military_service_years,uav_service_years,current_department_years,rotation_count,last_rotation_date,contract_start_date,contract_end_date,contract_length_years,pua_course_cohort
G11545,Rəşad,Kərimov,Elnur oğlu,M,BWVFFNP,YL7253292,HB114002,True,SV3974038,1991-02-04,35,İmişli,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,14.58,2.69,2.69,0,,2023-01-06,2028-01-06,5,5
G24443,Rövşən,Xəlilov,Zaur oğlu,M,NBMPJDM,UJ2112091,HB245352,True,SV9205094,2002-10-24,23,Gəncə,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Delta,2.0,2.0,2.0,0,,2024-12-04,2029-12-04,5,3
G24868,Ruslan,Rüstəmov,Vüsal oğlu,M,LNMEXL6,NN7074801,HB244294,True,SV0692261,2003-10-31,22,Naxçıvan,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Delta,2.48,2.48,2.48,0,,2021-03-27,2028-03-27,7,5
G23314,Nicat,Şıxəliov,İlkin oğlu,M,EKV8BYX,FZ6959007,HB234948,True,SV8784412,2002-02-11,24,Sumqayıt,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,3.35,3.35,0.35,1,2026-02-23,2021-11-05,2026-11-05,5,3
G19777,Aygün,Cəfərova,Şahin qızı,F,92Q789R,JG4664563,HB198286,True,SV4489090,1998-06-07,28,Lənkəran,Vocational/Technical College,2017,2019,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,6.91,2.77,2.77,0,,2024-05-14,2027-05-14,3,5
G08440,Aqşin,Rüstəmov,Orxan oğlu,M,H5XMQT4,CE1934403,HB083339,True,SV2714591,1988-04-05,38,Şəki,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,18.22,5.27,2.27,1,2024-03-23,2026-01-10,2029-01-10,3,3
G23726,İlkin,Abbasov,Cavid oğlu,M,9GGA2PJ,ED2084428,HB237255,True,SV0849219,2002-08-29,23,Xaçmaz,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Delta,2.7,2.7,2.7,0,,2026-03-09,2031-03-09,5,4
G11657,Murad,Sultanov,Rövşən oğlu,M,4T6GZUE,RV7870894,HB118674,True,SV7627998,1990-04-03,36,Zaqatala,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,15.17,4.92,1.92,1,2024-07-29,2023-06-09,2030-06-09,7,5
G21722,Kənan,Nağıov,Kamran oğlu,M,VGGGX8M,JH3814943,HB219383,False,,2001-07-13,24,Ağdam,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,4.77,2.09,2.09,0,,2023-07-23,2030-07-23,7,5
G22580,Kamran,Abbasov,Emin oğlu,M,VTN5YPK,QY8981664,HB220928,True,SV7904502,2000-03-13,26,Ağdam,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,4.35,2.68,2.68,0,,2023-04-15,2030-04-15,7,2
G16308,Rəşad,Səfərov,Elşən oğlu,M,87P4YZA,JF2828742,HB162996,False,,1996-03-18,30,Ağdam,Vocational/Technical College,2014,2016,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,9.84,3.27,0.27,1,2026-03-24,2025-11-27,2028-11-27,3,1
G23263,Vüqar,Qaraov,Fərid oğlu,M,L89H9GW,VV5169195,HB230303,True,SV0856786,2003-03-24,23,Quba,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,3.24,1.77,1.77,0,,2024-01-18,2027-01-18,3,5
G22662,Tofiq,Məmmədov,Kənan oğlu,M,UAY7CNZ,DL6328252,HB222843,False,,2002-02-23,24,Goranboy,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,4.03,2.61,2.61,0,,2026-06-01,2029-06-01,3,3
G20911,Xəyalə,Xəlilova,Aqşin qızı,F,DQVDK6C,MJ8340090,HB203222,True,SV3398101,1999-06-24,27,Bərdə,Vocational/Technical College,2018,2020,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,5.7,2.37,2.37,0,,2022-02-08,2029-02-08,7,5
G22464,Vüqar,Hacıov,Emin oğlu,M,ASJDVTS,UF3801061,HB224554,True,SV1076484,2001-02-26,25,Goranboy,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,3.63,1.59,1.59,0,,2025-06-16,2028-06-16,3,2
G21369,Rəşad,Rüstəmov,Murad oğlu,M,3UFGZPQ,QG3131388,HB212583,True,SV8924689,2001-03-27,25,Salyan,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Delta,4.76,1.99,1.99,0,,2021-06-23,2028-06-23,7,3
G18149,Elşən,Rəhimov,Anar oğlu,M,CXM2DLA,HM7853651,HB181250,True,SV6880847,1997-04-27,29,Qazax,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,8.38,1.57,1.57,0,,2023-06-27,2030-06-27,7,3
G07690,Cavid,Nəsirov,Rəşad oğlu,M,DFLNUKW,WZ9284890,HB072307,True,SV0087274,1987-05-08,39,İmişli,Vocational/Technical College,2005,2007,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,18.75,1.25,1.25,0,,2026-04-07,2031-04-07,5,3
G23804,Aqşin,Səfərov,Tofiq oğlu,M,8DMVABA,CH6411939,HB234992,False,,2002-05-19,24,Gəncə,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,3.13,1.24,1.24,0,,2023-07-19,2026-07-19,3,3
G24311,Fərid,Nəsirov,Elçin oğlu,M,V3JFEQE,WU8944155,HB249113,True,SV9372220,2002-11-14,23,İmişli,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,1.86,1.22,1.22,0,,2025-08-02,2028-08-02,3,2
G07820,Tural,Səfərov,Vüsal oğlu,M,AG4GDGU,NW7341592,HB079323,True,SV9857121,1986-02-23,40,Şamaxı,Vocational/Technical College,2005,2007,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Delta,19.03,4.68,1.68,1,2024-10-25,2026-04-07,2029-04-07,3,5
G24390,Aysel,Vəliova,Vaqif qızı,F,QJRSMDT,JF3434303,HB248802,False,,2003-04-02,23,Şəki,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,1.95,1.74,1.74,0,,2021-04-11,2028-04-11,7,3
G09841,Cavid,Yusifov,Rəşad oğlu,M,XW8HBBJ,BC2673178,HB092540,True,SV2732570,1988-10-18,37,Salyan,Vocational/Technical College,2007,2009,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Delta,17.32,1.88,1.88,0,,2024-09-04,2027-09-04,3,5
G25584,Sənan,Şıxəliov,Orxan oğlu,M,FLQ8XPA,ZX1703408,HB254610,True,SV0062257,2004-05-23,22,Şirvan,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,1.15,1.15,1.15,0,,2024-10-29,2031-10-29,7,1
G23074,Ramin,Nağıov,Sənan oğlu,M,RMAMY62,WX5167098,HB238228,True,SV1427937,2002-09-12,23,Şəki,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,3.19,3.19,0.19,1,2026-04-22,2022-10-29,2027-10-29,5,4
G23810,Vüsalə,Cəfərova,Ruslan qızı,F,F7MLU8J,EP7817573,HB238496,True,SV0916525,2002-04-08,24,Naxçıvan,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,2.95,2.95,2.95,0,,2021-09-30,2028-09-30,7,3
G21565,Namiq,İbrahimov,Zaur oğlu,M,UBKPXAJ,JG8671029,HB212472,True,SV5024386,2000-09-28,25,Ağdam,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,4.78,1.32,1.32,0,,2025-02-19,2028-02-19,3,4
G20187,Kamran,Kərimov,Murad oğlu,M,P63E2JP,EH2941780,HB202642,True,SV6563349,1998-08-19,27,Zaqatala,Vocational/Technical College,2018,2020,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Delta,5.93,1.49,1.49,0,,2025-08-02,2028-08-02,3,1
G24951,Vüqar,Quliyov,Ceyhun oğlu,M,KHSETUK,UK4088400,HB240958,False,,2002-06-14,24,Şirvan,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,2.22,1.13,1.13,0,,2026-01-21,2031-01-21,5,3
G25456,Rəşad,Əliov,Fuad oğlu,M,USYYST8,DX6167986,HB257956,True,SV0185210,2004-03-13,22,Salyan,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,1.11,1.11,1.11,0,,2023-01-17,2028-01-17,5,4
G15955,Zaur,Rəhimov,Anar oğlu,M,4T4X5VP,RE8617542,HB152687,True,SV9463614,1994-09-07,31,Ağdam,Vocational/Technical College,2013,2015,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Delta,11.03,5.63,2.63,1,2023-11-13,2025-01-17,2028-01-17,3,2
G21305,Tural,Kərimov,Tofiq oğlu,M,WXQ7ME6,MA1582955,HB219707,True,SV1654817,2001-09-16,24,Şamaxı,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,4.73,3.29,0.29,1,2026-03-17,2026-06-09,2031-06-09,5,4
G22415,Sənan,Hacıov,Kamran oğlu,M,U72SEL8,JQ4081019,HB226065,True,SV7987281,2002-06-14,24,Goranboy,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,3.91,3.91,0.91,1,2025-08-02,2021-09-08,2026-09-08,5,4
G22037,Orxan,Qaraov,Nicat oğlu,M,2V47LYN,ZP1242218,HB223450,False,,2000-05-30,26,Şəki,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,4.24,1.31,1.31,0,,2026-05-21,2029-05-21,3,1
G22579,Vaqif,Quliyov,Elvin oğlu,M,MPTCFZ7,RM8543651,HB220918,True,SV4300721,2000-12-24,25,Lənkəran,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,4.35,4.15,1.15,1,2025-05-06,2025-06-23,2030-06-23,5,1
G22977,Rövşən,Nəsirov,Elçin oğlu,M,M5FKTHS,QH6585996,HB221281,True,SV4280283,2001-02-10,25,Gəncə,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Delta,4.18,2.65,2.65,0,,2023-09-04,2026-09-04,3,2
G24065,Elşən,Əliov,Orxan oğlu,M,8VVCT8J,BA5643890,HB246380,True,SV7858675,2003-01-29,23,Gəncə,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Delta,2.43,2.43,2.43,0,,2023-06-12,2028-06-12,5,4
G07673,Rəşad,Quliyov,Nicat oğlu,M,DV6ML7H,CA4785088,HB074597,True,SV0042368,1986-05-24,40,Şamaxı,Vocational/Technical College,2005,2007,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Delta,18.57,4.48,1.48,1,2025-01-06,2024-05-14,2029-05-14,5,2
G22535,Emin,Nəsirov,Vüsal oğlu,M,RZM7HY8,UH6526509,HB222835,True,SV6221927,2001-07-29,24,Şəki,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,3.71,3.39,0.39,1,2026-02-08,2026-04-07,2029-04-07,3,1
G23918,Nicat,Sultanov,Tofiq oğlu,M,28A4JUK,ZB8303423,HB238177,True,SV5607997,2002-05-20,24,Qazax,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,3.37,3.37,0.37,1,2026-02-15,2023-07-26,2026-07-26,3,3
G25132,Cavid,Hacıov,Aqşin oğlu,M,PZZBDNZ,SW9455513,HB258373,True,SV9107902,2003-08-13,22,İmişli,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Delta,1.26,1.26,1.26,0,,2024-10-18,2029-10-18,5,3
G22485,Ramin,Musaov,İlkin oğlu,M,W2AKX45,LA0036545,HB223781,True,SV8594272,2001-07-09,24,Xaçmaz,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,4.3,2.97,2.97,0,,2024-09-07,2029-09-07,5,2
G22220,Rəşad,Vəliov,Tofiq oğlu,M,BX5UBYB,TG2683763,HB229530,True,SV4523384,2001-12-17,24,Ağdam,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,4.08,1.87,1.87,0,,2021-11-27,2028-11-27,7,3
G22168,Vaqif,Tağıov,Tofiq oğlu,M,M8KAMKE,QC2377779,HB229111,True,SV5617699,2001-12-31,24,Lənkəran,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,4.21,2.63,2.63,0,,2024-10-29,2029-10-29,5,5
G13401,Rəşad,Qaraov,Aqşin oğlu,M,63VXSLG,PX3792396,HB134125,True,SV9405034,1992-09-19,33,Lənkəran,Vocational/Technical College,2011,2013,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Delta,12.77,3.87,0.87,1,2025-08-17,2024-05-28,2029-05-28,5,4
G25062,Anar,Nağıov,Kənan oğlu,M,7XXV3LD,KN1481141,HB259311,True,SV7741880,2003-06-15,23,Naxçıvan,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Delta,1.47,1.47,1.47,0,,2019-08-03,2026-08-03,7,1
G23312,Elnur,Abbasov,Rövşən oğlu,M,YHKL4LV,CT0999674,HB238332,True,SV7775851,2003-02-14,23,Bakı,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,3.11,3.11,0.11,1,2026-05-21,2020-03-01,2027-03-01,7,5
G11789,Ruslan,Rəhimov,Fuad oğlu,M,U8DKLU6,PW4331187,HB113849,False,,1990-09-13,35,Şəki,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Delta,14.61,4.37,1.37,1,2025-02-15,2024-11-23,2029-11-23,5,4
G25707,Kamran,Kərimov,Rəşad oğlu,M,KRHF8JV,CF2055150,HB251833,False,,2004-01-29,22,İmişli,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Delta,1.38,1.38,1.38,0,,2025-12-30,2030-12-30,5,2
G22436,Cavid,Fərəcov,Fuad oğlu,M,QEQ7Y7D,XM0126987,HB224232,True,SV0134760,2002-07-21,23,Qazax,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Delta,3.93,3.93,0.93,1,2025-07-26,2025-11-20,2028-11-20,3,1
G13194,Sənan,Nağıov,Zaur oğlu,M,6BWAEN8,SG1872189,HB135815,False,,1992-02-21,34,Şəki,Vocational/Technical College,2011,2013,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Delta,13.49,5.66,2.66,1,2023-11-02,2024-11-27,2029-11-27,5,1
G24151,Cavid,Əliov,Elçin oğlu,M,JNUWRXF,HF2473340,HB245067,True,SV8729361,2003-12-20,22,Zaqatala,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Delta,1.66,1.66,1.66,0,,2022-12-12,2027-12-12,5,3
G07405,Zaur,Səfərov,İlkin oğlu,M,5VXAJG5,KP3648420,HB076249,True,SV2604285,1986-07-07,39,Şirvan,Vocational/Technical College,2005,2007,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Delta,18.66,2.74,2.74,0,,2026-02-12,2029-02-12,3,5
G11903,İlkin,Məmmədov,Rövşən oğlu,M,CY72TWS,JE1582893,HB119008,True,SV7900913,1990-09-11,35,Xaçmaz,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Delta,14.58,1.65,1.65,0,,2021-09-30,2026-09-30,5,1
G23626,Tural,Vəliov,Ramin oğlu,M,Z4NN465,BN7707590,HB239817,True,SV3887473,2002-10-02,23,Zaqatala,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Repair Specialist,False,,,,,Delta,3.43,2.51,2.51,0,,2024-03-05,2027-03-05,3,2
G09553,Orxan,Tağıov,Anar oğlu,M,8TR7THA,MK3512932,HB098287,True,SV5638901,1989-01-28,37,Xaçmaz,Vocational/Technical College,2007,2009,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Delta,17.22,5.85,2.85,1,2023-08-25,2024-08-13,2029-08-13,5,5
G22502,Zaur,Qaraov,Murad oğlu,M,2BRPZ4B,SQ8225449,HB227989,True,SV4457794,2002-03-13,24,Sumqayıt,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Repair Specialist,False,,,,,Delta,3.8,1.71,1.71,0,,2024-02-16,2029-02-16,5,4
G25177,Nicat,İbrahimov,Aqşin oğlu,M,9BPF3RZ,PK2429656,HB251475,True,SV6152675,2005-03-22,21,Quba,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Delta,1.02,1.02,1.02,0,,2025-11-20,2030-11-20,5,4
AO97317,Fərid,Quliyov,Kənan oğlu,M,7NLKX5V,NJ6908123,HB976515,True,SV0530240,1973-12-03,52,Şamaxı,Higher Military Education,1993,1997,Officer,Lieutenant Colonel,Department Commander,True,Military Academy,General Military Academy,,,Gamma,28.91,4.53,1.53,1,2024-12-19,2025-07-15,2035-07-15,10,4
AO14416,Cavid,Nəsirov,Kamran oğlu,M,FX4QCXD,WV0353449,HB144992,True,SV7326684,1993-09-22,32,Tovuz,In-Service Officer Commissioning Program,2012,2014,Officer,Major,Chief of Operations,True,Prior Enlisted (Gizir) Commission,,2.15,UAV Operator,Gamma,12.41,2.75,2.75,0,,2023-02-19,2030-02-19,7,4
AO14212,Aqşin,Rüstəmov,Sənan oğlu,M,CA8YJSV,WL4084053,HB141780,True,SV6702244,1990-07-10,35,Şamaxı,Higher Military Education,2010,2014,Officer,Major,Pilot-Operator Lead,True,Military Academy,General Military Academy,,,Gamma,12.03,1.56,1.56,0,,2025-03-24,2028-03-24,3,1
G23124,Kamran,Vəliov,Orxan oğlu,M,TEER6MQ,QY9985030,HB239504,True,SV7815736,2002-03-05,24,Şamaxı,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service Lead,True,,,,,Gamma,3.13,2.79,2.79,0,,2024-04-11,2027-04-11,3,4
AO18162,Nərgiz,Tağıova,İlkin qızı,F,GJKS5H3,JM7477266,HB183052,False,,1995-04-03,31,Şamaxı,Higher Military Education,2014,2018,Officer,Captain,Training & Standardization Lead,True,Military Academy,Military Aviation School,,,Gamma,7.75,4.61,1.61,1,2024-11-19,2025-09-15,2035-09-15,10,3
AO17072,Fərid,Xəlilov,Rəşad oğlu,M,HALCKY4,QR3390334,HB175517,True,SV7266208,1995-10-13,30,Sumqayıt,In-Service Officer Commissioning Program,2015,2017,Officer,Captain,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.62,UAV Operator,Gamma,9.15,4.29,1.29,1,2025-03-16,2022-07-19,2027-07-19,5,4
AO24985,Nicat,Şıxəliov,Sənan oğlu,M,QEUVUP2,UG7935391,HB245006,True,SV2128799,2002-02-21,24,İmişli,Higher Military Education,2020,2024,Officer,Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Gamma,1.94,1.94,1.94,0,,2025-01-13,2030-01-13,5,4
AO21429,Rəşad,Xəlilov,Sənan oğlu,M,682LTN5,MM8491253,HB214683,True,SV1936946,1998-12-10,27,Yevlax,Higher Civilian Education,2017,2021,Officer,Senior Lieutenant,Operations Officer,False,Civilian Direct Commission,,,,Gamma,5.12,5.12,2.12,1,2024-05-17,2022-08-24,2027-08-24,5,2
AO20240,Kamran,Vəliov,Murad oğlu,M,WX8AV3N,NE9472471,HB208834,True,SV0054642,1998-08-21,27,Naxçıvan,In-Service Officer Commissioning Program,2018,2020,Officer,Senior Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,2.86,UAV Operator,Gamma,5.86,4.01,1.01,1,2025-06-27,2023-03-31,2033-03-31,10,4
AO16860,Fuad,Cəfərov,Orxan oğlu,M,ABX595C,LG7176504,HB164320,True,SV2387375,1992-10-26,33,Zaqatala,Higher Military Education,2012,2016,Officer,Captain,Operations Officer,False,Military Academy,Military Aviation School,,,Gamma,10.47,2.66,2.66,0,,2024-11-27,2034-11-27,10,4
AO24475,Kamran,Qaraov,Elşən oğlu,M,PL73GDW,BX4222476,HB242188,True,SV5712233,2000-07-20,25,Şamaxı,Higher Military Education,2020,2024,Officer,Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Gamma,2.25,2.25,2.25,0,,2020-12-15,2027-12-15,7,3
AO24451,İlkin,Qaraov,Elçin oğlu,M,EV5JH5U,DA3585499,HB240015,True,SV5553968,2001-02-23,25,Xaçmaz,Higher Military Education,2020,2024,Officer,Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Gamma,2.08,2.08,2.08,0,,2025-01-10,2030-01-10,5,2
AO25736,Ramin,Quliyov,Vüqar oğlu,M,23WMQ77,WW7522630,HB257717,True,SV0557890,2001-11-10,24,Bərdə,Higher Military Education,2021,2025,Officer,Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Gamma,1.3,1.3,1.3,0,,2025-06-19,2030-06-19,5,5
AO24080,Anar,Vəliov,Elçin oğlu,M,YF9JJZZ,YX1322740,HB240697,False,,2002-06-15,24,Gəncə,Higher Civilian Education,2020,2024,Officer,Lieutenant,Operations Officer,False,Civilian Direct Commission,,,,Gamma,1.53,1.53,1.53,0,,2021-12-08,2028-12-08,7,3
AO17637,Vüsal,Fərəcov,Vüqar oğlu,M,RUU5D62,EV6407641,HB172612,True,SV5928225,1994-03-11,32,Şamaxı,Higher Military Education,2013,2017,Officer,Captain,Operations Officer,False,Military Academy,Military Aviation School,,,Gamma,9.35,3.21,0.21,1,2026-04-15,2025-12-30,2030-12-30,5,4
AO23313,Orxan,Rəhimov,Kənan oğlu,M,PK7QWTF,UU2535136,HB235416,True,SV1177861,2003-08-05,22,Salyan,In-Service Officer Commissioning Program,2021,2023,Officer,Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.54,UAV Operator,Gamma,2.54,2.54,2.54,0,,2023-01-10,2030-01-10,7,4
AO23316,Elşən,Kərimov,Elnur oğlu,M,KZ4LKU2,AY0461428,HB230192,True,SV6280435,2000-04-29,26,Şəki,Higher Military Education,2019,2023,Officer,Lieutenant,Operations Officer,False,Military Academy,General Military Academy,,,Gamma,2.61,2.35,2.35,0,,2021-10-11,2031-10-11,10,2
AO17887,Murad,Qaraov,Şahin oğlu,M,882N8YH,ZQ0035424,HB173259,False,,1995-01-22,31,Sumqayıt,Higher Military Education,2013,2017,Officer,Captain,Operations Officer,False,Military Academy,General Military Academy,,,Gamma,8.89,1.37,1.37,0,,2024-04-29,2027-04-29,3,3
AO15343,Orxan,Nağıov,Nicat oğlu,M,HU2JSKA,UB7738948,HB157493,True,SV4436727,1991-11-21,34,Bakı,Higher Military Education,2011,2015,Officer,Captain,Operations Officer,False,Military Academy,General Military Academy,,,Gamma,10.96,5.37,2.37,1,2024-02-16,2022-06-23,2029-06-23,7,2
AO18123,Elşən,Yusifov,Elvin oğlu,M,U985LTK,JB0051158,HB181633,True,SV4610684,1998-02-11,28,Mingəçevir,In-Service Officer Commissioning Program,2016,2018,Officer,Captain,Flight Control Officer,False,Prior Enlisted (Gizir) Commission,,2.23,UAV Operator,Gamma,7.59,3.43,0.43,1,2026-01-24,2020-02-09,2027-02-09,7,3
AO18600,Rövşən,Məmmədov,Murad oğlu,M,KVNALE5,QU5628987,HB182129,True,SV1131590,1997-07-11,28,Mingəçevir,In-Service Officer Commissioning Program,2016,2018,Officer,Captain,Flight Control Officer,False,Prior Enlisted (Gizir) Commission,,2.94,UAV Operator,Gamma,8.29,4.04,1.04,1,2025-06-16,2022-03-06,2032-03-06,10,5
AO24112,Namiq,İbrahimov,Kamran oğlu,M,PJ7GME6,LW3477343,HB246361,True,SV3801971,2002-05-04,24,Şəki,Higher Civilian Education,2020,2024,Officer,Lieutenant,Flight Control Officer,False,Civilian Direct Commission,,,,Gamma,2.02,2.02,2.02,0,,2019-12-01,2029-12-01,10,1
AO18070,İlkin,Həsənov,Ruslan oğlu,M,MJDQA3N,WJ9848390,HB181385,True,SV3492631,1995-06-21,31,Lənkəran,Higher Military Education,2014,2018,Officer,Captain,Training & Standardization Officer,False,Military Academy,General Military Academy,,,Gamma,8.31,5.98,2.98,1,2023-07-08,2025-06-12,2030-06-12,5,2
AO24903,Aqşin,İbrahimov,Fuad oğlu,M,XMPFF78,TV1811436,HB242910,False,,2002-01-24,24,Quba,Higher Military Education,2020,2024,Officer,Lieutenant,Training & Standardization Officer,False,Military Academy,Military Aviation School,,,Gamma,2.12,2.12,2.12,0,,2025-11-20,2035-11-20,10,5
AO21835,Ceyhun,Quliyov,Cavid oğlu,M,BNVSFA6,CZ1498516,HB211917,True,SV3491636,1997-12-24,28,Şirvan,Higher Civilian Education,2017,2021,Officer,Senior Lieutenant,Training & Standardization Officer,False,Civilian Direct Commission,,,,Gamma,4.95,2.66,2.66,0,,2026-02-26,2036-02-26,10,4
AO21206,Anar,Quliyov,Sənan oğlu,M,CDN6DHF,RH9655871,HB211168,True,SV6590930,1998-04-18,28,Şəki,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Gamma,5.06,1.63,1.63,0,,2020-11-08,2027-11-08,7,2
AO15626,Vüsal,Abbasov,Tofiq oğlu,M,59N9QJQ,TR5391387,HB157145,True,SV0872740,1994-01-02,32,İmişli,In-Service Officer Commissioning Program,2013,2015,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.9,UAV Operator,Gamma,10.82,3.62,0.62,1,2025-11-16,2025-01-21,2028-01-21,3,2
AO16652,Cavid,Cəfərov,Emin oğlu,M,9C5SN89,EW2073618,HB160819,True,SV8329531,1994-12-26,31,Naxçıvan,In-Service Officer Commissioning Program,2014,2016,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.93,UAV Operator,Gamma,9.85,5.06,2.06,1,2024-06-08,2025-06-16,2028-06-16,3,5
AO21394,Aqşin,Tağıov,Vüsal oğlu,M,J88K696,MD9025396,HB215285,False,,1997-08-27,28,Gəncə,Higher Civilian Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Gamma,4.98,4.58,1.58,1,2024-11-30,2019-10-22,2026-10-22,7,4
